E_r T_r
        -1              4
  -0.98995              4
 -0.979899              4
 -0.969849              4
 -0.959799              4
 -0.949749              4
 -0.939698              4
 -0.929648              4
 -0.919598              4
 -0.909548              4
 -0.899497              4
 -0.889447              4
 -0.879397              4
 -0.869347              4
 -0.859296              4
 -0.849246              4
 -0.839196              4
 -0.829146              4
 -0.819095              4
 -0.809045              4
 -0.798995              4
 -0.788945              4
 -0.778894              4
 -0.768844              4
 -0.758794              4
 -0.748744              4
 -0.738693              4
 -0.728643              4
 -0.718593              4
 -0.708543              4
 -0.698492              4
 -0.688442              4
 -0.678392              4
 -0.668342              4
 -0.658291              4
 -0.648241              4
 -0.638191              4
 -0.628141              4
  -0.61809              4
  -0.60804              4
  -0.59799              4
  -0.58794              4
 -0.577889              4
 -0.567839              4
 -0.557789              4
 -0.547739              4
 -0.537688              4
 -0.527638              4
 -0.517588              4
 -0.507538              2
 -0.497487              2
 -0.487437              2
 -0.477387              2
 -0.467337              2
 -0.457286              2
 -0.447236              2
 -0.437186              2
 -0.427136              2
 -0.417085              2
 -0.407035              2
 -0.396985              2
 -0.386935              2
 -0.376884              2
 -0.366834              2
 -0.356784              2
 -0.346734              2
 -0.336683              2
 -0.326633              2
 -0.316583              2
 -0.306533              2
 -0.296482              2
 -0.286432              2
 -0.276382              2
 -0.266332     1.8924e-12
 -0.256281    2.04536e-13
 -0.246231    7.41006e-14
 -0.236181    3.85228e-14
 -0.226131    2.39237e-14
  -0.21608    1.65272e-14
  -0.20603    1.22597e-14
  -0.19598    9.57023e-15
  -0.18593    7.76345e-15
 -0.175879    6.48983e-15
 -0.165829    5.55788e-15
 -0.155779    4.85549e-15
 -0.145729    4.31345e-15
 -0.135678    3.88714e-15
 -0.125628    3.54672e-15
 -0.115578    3.27165e-15
 -0.105528    3.04743e-15
-0.0954774    2.86357e-15
-0.0854271    2.71238e-15
-0.0753769    2.58813e-15
-0.0653266     2.4865e-15
-0.0552764    2.40424e-15
-0.0452261    2.33888e-15
-0.0351759    2.28855e-15
-0.0251256     2.2519e-15
-0.0150754    2.22797e-15
-0.00502513    2.21616e-15
0.00502513    2.21616e-15
 0.0150754    2.22797e-15
 0.0251256     2.2519e-15
 0.0351759    2.28855e-15
 0.0452261    2.33888e-15
 0.0552764    2.40424e-15
 0.0653266     2.4865e-15
 0.0753769    2.58813e-15
 0.0854271    2.71238e-15
 0.0954774    2.86357e-15
  0.105528    3.04743e-15
  0.115578    3.27165e-15
  0.125628    3.54672e-15
  0.135678    3.88714e-15
  0.145729    4.31345e-15
  0.155779    4.85549e-15
  0.165829    5.55788e-15
  0.175879    6.48983e-15
   0.18593    7.76345e-15
   0.19598    9.57023e-15
   0.20603    1.22597e-14
   0.21608    1.65272e-14
  0.226131    2.39237e-14
  0.236181    3.85228e-14
  0.246231    7.41006e-14
  0.256281    2.04536e-13
  0.266332     1.8924e-12
  0.276382              2
  0.286432              2
  0.296482              2
  0.306533              2
  0.316583              2
  0.326633              2
  0.336683              2
  0.346734              2
  0.356784              2
  0.366834              2
  0.376884              2
  0.386935              2
  0.396985              2
  0.407035              2
  0.417085              2
  0.427136              2
  0.437186              2
  0.447236              2
  0.457286              2
  0.467337              2
  0.477387              2
  0.487437              2
  0.497487              2
  0.507538              2
  0.517588              4
  0.527638              4
  0.537688              4
  0.547739              4
  0.557789              4
  0.567839              4
  0.577889              4
   0.58794              4
   0.59799              4
   0.60804              4
   0.61809              4
  0.628141              4
  0.638191              4
  0.648241              4
  0.658291              4
  0.668342              4
  0.678392              4
  0.688442              4
  0.698492              4
  0.708543              4
  0.718593              4
  0.728643              4
  0.738693              4
  0.748744              4
  0.758794              4
  0.768844              4
  0.778894              4
  0.788945              4
  0.798995              4
  0.809045              4
  0.819095              4
  0.829146              4
  0.839196              4
  0.849246              4
  0.859296              4
  0.869347              4
  0.879397              4
  0.889447              4
  0.899497              4
  0.909548              4
  0.919598              4
  0.929648              4
  0.939698              4
  0.949749              4
  0.959799              4
  0.969849              4
  0.979899              4
   0.98995              4
         1              4
